,case_ids,xml_path,image_paths
211,ccr182905566,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1829.05566.024.xml,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5566_022.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5566_023.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5566_009.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5566_021.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5566_020.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5566_008.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5566_024.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5566_018.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5566_019.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5566_003.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5566_017.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5566_016.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5566_002.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5566_014.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5566_001.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5566_015.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5566_011.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5566_005.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5566_004.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5566_010.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5566_006.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5566_012.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5566_013.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5566_007.tif||
212,ccr181906142,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1819.06142.012.xml,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6142_009.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6142_008.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6142_012.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6142_006.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6142_007.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6142_005.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6142_011.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6142_010.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6142_004.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6142_001.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6142_003.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6142_002.tif||
213,ccr182801155,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1828.01155.018.xml,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1155_014.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1155_015.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1155_001.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1155_017.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1155_003.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1155_002.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1155_016.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1155_012.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1155_006.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1155_007.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1155_013.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1155_005.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1155_011.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1155_010.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1155_004.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1155_009.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1155_008.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1155_018.tif||
214,ccr181400666,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1814.00666.004.xml,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/0666_004.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/0666_001.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/0666_002.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/0666_003.tif||
215,ccr183906836,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1839.06836.046.xml,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6836_019.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6836_025.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6836_031.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6836_030.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6836_024.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6836_018.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6836_032.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6836_026.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6836_027.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6836_033.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6836_037.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6836_023.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6836_022.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6836_036.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6836_020.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6836_034.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6836_008.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6836_009.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6836_035.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6836_021.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6836_046.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6836_045.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6836_044.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6836_040.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6836_041.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6836_043.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6836_042.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6836_038.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6836_004.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6836_010.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6836_011.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6836_005.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6836_039.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6836_013.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6836_007.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6836_006.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6836_012.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6836_016.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6836_002.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6836_003.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6836_017.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6836_001.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6836_015.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6836_029.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6836_028.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6836_014.tif||
216,ccr184006839,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1840.06839.044.xml,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6839_028.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6839_014.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6839_001.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6839_015.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6839_029.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6839_003.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6839_017.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6839_016.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6839_002.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6839_006.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6839_012.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6839_013.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6839_007.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6839_011.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6839_005.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6839_039.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6839_038.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6839_004.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6839_010.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6839_009.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6839_035.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6839_021.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6839_020.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6839_034.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6839_008.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6839_022.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6839_036.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6839_037.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6839_023.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6839_027.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6839_033.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6839_032.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6839_026.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6839_030.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6839_024.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6839_018.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6839_019.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6839_025.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6839_031.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6839_042.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6839_043.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6839_041.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6839_040.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6839_044.tif||
217,ccr181903841,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1819.03841.012.xml,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/3841_011.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/3841_005.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/3841_004.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/3841_010.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/3841_006.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/3841_012.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/3841_007.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/3841_003.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/3841_002.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/3841_001.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/3841_009.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/3841_008.tif||
218,ccr184107085,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1841.07085.010.xml,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7085_008.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7085_009.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7085_007.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7085_006.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7085_010.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7085_004.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7085_005.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7085_001.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7085_002.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7085_003.tif||
219,ccr182706913,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1827.06913.014.xml,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6913_009.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6913_008.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6913_011.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6913_005.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6913_004.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6913_010.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6913_006.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6913_012.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6913_013.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6913_007.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6913_003.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6913_002.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6913_014.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6913_001.tif||
220,ccr183606780,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1836.06780.007.xml,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6780_002.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6780_003.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6780_001.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6780_004.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6780_005.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6780_007.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6780_006.tif||
221,ccr184406801,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1844.06801.008.xml,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6801_008.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6801_003.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6801_002.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6801_001.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6801_005.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6801_004.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6801_006.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6801_007.tif||
222,ccr183106748,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1831.06748.008.xml,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6748_008.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6748_001.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6748_002.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6748_003.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6748_007.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6748_006.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6748_004.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6748_005.tif||
223,ccr182606912,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1826.06912.003.xml,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6912_001.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6912_003.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6912_002.tif||
224,ccr182506554,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1825.06554.002.xml,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6554_001.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6554_002.tif||
225,ccr182205525,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1822.05525.002.xml,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5525_002.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5525_001.tif||
226,ccr183407129,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1834.07129.005.xml,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7129_003.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7129_002.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7129_001.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7129_005.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/7129_004.tif||
227,ccr182926236,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1829.26236.004.xml,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/26236_002.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/26236_003.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/26236_001.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/26236_004.tif||
228,ccr183406774,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1834.06774.006.xml,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6774_003.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6774_002.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6774_001.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6774_005.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6774_004.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6774_006.tif||
229,ccr183406726,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1834.06726.016.xml,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6726_006.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6726_012.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6726_013.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6726_007.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6726_011.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6726_005.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6726_004.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6726_010.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6726_014.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6726_001.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6726_015.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6726_003.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6726_016.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6726_002.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6726_009.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6726_008.tif||
230,ccr183506877,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1835.06877.032.xml,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6877_002.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6877_016.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6877_017.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6877_003.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6877_029.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6877_015.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6877_001.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6877_014.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6877_028.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6877_010.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6877_004.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6877_005.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6877_011.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6877_007.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6877_013.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6877_012.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6877_006.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6877_023.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6877_022.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6877_008.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6877_020.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6877_021.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6877_009.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6877_031.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6877_025.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6877_019.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6877_018.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6877_024.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6877_030.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6877_026.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6877_032.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/6877_027.tif||
231,ccr182405526,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1824.05526.006.xml,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5526_001.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5526_003.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5526_002.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5526_006.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5526_005.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/5526_004.tif||
232,ccr182601052,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/ccr1826.01052.021.xml,dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1052_020.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1052_008.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1052_009.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1052_021.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1052_019.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1052_018.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1052_002.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1052_016.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1052_017.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1052_003.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1052_015.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1052_001.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1052_014.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1052_010.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1052_004.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1052_005.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1052_011.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1052_007.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1052_013.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1052_012.tif||dlps/dlps_digitalassets/Goldenseal-Staging/ccr/1052_006.tif||
